ResultNumber,Consent,Appeal,Trust,Usage,Likes,Dislikes,Reccomended,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,UserID,Start Date,Start Time,Finish Date,Finish Time,Average Time,Interface,Activity level,Agegroup,Children,Country,Deotype,DeoUser,Deofreq,Gender,Sweating,Benefit
1803,1,3,2,2,Nothing,N/A,Just would not buy,3,3,3,1,2,2,4,2,3,1,2,6,4,2,5,5368134,10-08-2020,22:18,10-08-2020,22:21,17.33333333,mobile,Less often,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1804,1,4,3,4,Solves a problem when the weather gets hot,n/a,n/a,3,4,4,4,4,2,1,1,1,1,4,5,5,6,6,6885930,10-08-2020,22:22,10-08-2020,22:25,14.41666667,desktop,Twice a week,35 - 44 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1805,1,4,2,4,"very ingenious, if it actually works I think that it would be refreshing and a good solution.  The ice cube idea needs more clarification though, it is hard to understand fully.",not very clear on what exactly the ice cube encapsulated is and how it is applied,"just clarify what the product is, how it works, and how you apply it.",3,3,4,5,5,3,3,3,1,1,4,4,4,7,7,6906565,10-08-2020,22:26,10-08-2020,22:30,20.66666667,desktop,Less often,25 - 34 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1806,1,1,3,5,Everything seems great,Nothing so far,N/A,3,2,4,5,5,3,3,5,1,1,4,4,7,7,7,6904111,10-08-2020,22:31,10-08-2020,22:36,21.75,mobile,3+ times a week,35 - 44 years,Two,US,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1807,1,5,3,5,keeping me cool when activated by my own body heat.,n/a,n/a,4,4,4,5,5,2,1,1,1,1,4,7,7,6,6,6900817,10-08-2020,22:32,10-08-2020,22:38,34.18181818,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I only use it on specific occasions,Female,Light sweater,Has a fragrance I like
1808,1,5,5,5,value,nothing,no,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,6982696,10-08-2020,22:37,10-08-2020,22:56,96,desktop,Few times a month,35 - 44 years,Two,US,Roll-on,Yes,"I use it most days, but not every day",Male,Normal sweater,It cares for my skin
1809,1,5,4,4,"I like feeling fresh even after sweating, and it is hard to find a deodorant that can give you that extra cooling sensation the whole day",n/a,have more varieties in smells and product design or packaging,3,5,4,5,5,3,1,2,1,1,4,7,5,6,6,7618858,10-08-2020,22:39,10-08-2020,22:45,34.45454545,mobile,Twice a week,35 - 44 years,Two,Australia,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,"It's free from (aluminium, chemical or fragrance)"
1810,1,5,3,4,Cooling sensation,Nothing,Nothing ,3,3,3,3,3,3,5,4,1,1,4,4,5,5,3,5371739,10-08-2020,22:41,10-08-2020,22:47,28.16666667,mobile,3+ times a week,25 - 34 years,Three,South Africa,Roll-on,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
1811,1,3,3,2,New concept,Would have to try to assess,Nil,4,4,4,4,4,2,1,2,1,1,4,4,4,7,7,7618495,10-08-2020,22:50,10-08-2020,22:53,14.58333333,mobile,Twice a week,45 - 54 years,I don’t have any children,Australia,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1812,1,4,3,3,It reacts to your body temperature and cools you off.,I'm afraid it won't work,Give more description,4,4,4,4,5,1,2,2,1,1,5,4,5,6,7,5431011,10-08-2020,22:50,10-08-2020,22:56,32.54545455,desktop,Twice a week,25 - 34 years,I don’t have any children,US,Stick,Yes,I use it at least once a day,Female,Heavy sweater,
1813,1,4,4,4,Good product in a hot climate,"N/A, depending on price","No, provided the price is right",4,4,4,4,4,2,2,2,2,2,6,6,6,6,6,6923305,10-08-2020,22:51,10-08-2020,22:55,20.33333333,desktop,3+ times a week,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,It cares for my skin
1814,1,5,4,5,the on-demand cooling sensation & it's activated by your body temperature no matter what the climate is.,n/a,Nothing I can think of.,3,4,4,4,4,3,2,1,1,1,3,3,5,6,7,6922950,10-08-2020,22:51,10-08-2020,22:59,42.54545455,desktop,3+ times a week,55 - 64 years,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1815,1,5,2,4,that releases cooling ingredients that keep you cool,i dont think that works,dotn know,4,4,5,4,4,3,2,2,2,2,4,5,5,6,6,6901195,10-08-2020,22:58,10-08-2020,23:19,102.0833333,desktop,Never,45 - 54 years,I don’t have any children,UK,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1816,1,5,5,5,well its okay but cool,well its okay but cool,well its okay but cool,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6973969,10-08-2020,22:59,10-08-2020,23:07,44.54545455,desktop,3+ times a week,35 - 44 years,I don’t have children under the age of 18,US,Stick,Yes,I use it multiple times a day,Male,Normal sweater,"It's free from (aluminium, chemical or fragrance)"
1817,1,,,,,,,,,,,,,,,,,,,,,,7295566,10-08-2020,22:59,,,,desktop,Less often,65 years +,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
1818,1,4,3,3,,,,,,,,,,,,,,,,,,,6925827,10-08-2020,23:01,,,,desktop,3+ times a week,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
1819,1,3,,,,,,,,,,,,,,,,,,,,,6900077,10-08-2020,23:02,,,,mobile,Twice a week,45 - 54 years,I don’t have children under the age of 18,UK,Soft solid (clinical),Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
1820,1,4,4,4,Keeps me fresh.,The name.,The name.,4,4,4,5,5,2,2,1,1,1,5,5,6,7,7,5369389,10-08-2020,23:05,10-08-2020,23:08,14.33333333,desktop,Twice a week,45 - 54 years,Two,UK,Roll-on,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
1821,1,4,4,4,Sounds effective ,Nothing,N/a,2,2,2,4,5,3,2,1,1,1,4,3,3,2,2,5433558,10-08-2020,23:09,10-08-2020,23:13,21.25,mobile,Once a week,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It does not cause white marks / stains on skin or clothes
1822,1,4,4,4,The fact that it keeps you fresh,nothing,N/A,4,4,4,5,5,2,2,1,1,1,4,5,5,7,7,6880043,10-08-2020,23:15,10-08-2020,23:20,24.5,desktop,Less often,45 - 54 years,I don’t have any children,UK,Soft solid (clinical),Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1823,1,5,4,5,It keeps you cool while travelling,Does it work?,n/a,3,5,4,5,3,2,5,1,2,2,5,6,6,6,5,7912273,10-08-2020,23:27,10-08-2020,23:30,18.25,desktop,Twice a week,55 - 64 years,I don’t have children under the age of 18,Australia,Pump spray,Yes,I use it at least once a day,Male,Heavy sweater,It prevents / controls against odour
1824,1,5,5,5,sounds very good to use would give it a try.,nothing,No do not think so,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,5387007,10-08-2020,23:30,10-08-2020,23:38,39.63636364,desktop,Never,65 years +,I don’t have children under the age of 18,Australia,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1825,1,3,4,4,cooling when you really need it and where you really need it as well,sometimes i would not like that cold sensation under my arm,na,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,5336643,10-08-2020,23:46,11-08-2020,00:02,79,desktop,3+ times a week,45 - 54 years,Two,Australia,Aerosol Spray,Yes,I use it at least once a day,Female,Non-sweater,It prevents / controls against odour
1826,1,3,4,4,That it's a sweat proof during the sunny days,None ,Nothing for now I think it is on a right track ,3,5,4,5,5,3,3,1,2,1,4,6,6,7,7,5370113,10-08-2020,23:48,10-08-2020,23:53,25,mobile,Less often,35 - 44 years,Two,South Africa,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,It prevents / controls against wetness
1827,1,4,5,5,"I believe that a product that offers a sensation of freshness, controls the bad smell of sweat, is hypoallergenic and gentle on my skin and is ecologically made with natural ingredients is appealing and interesting to use",Nothing at all,I think the design is nice but the explanation of the product and its features should be easier to understand.,3,5,5,5,5,5,1,1,1,1,3,6,6,7,7,6969618,10-08-2020,23:51,11-08-2020,00:02,60,desktop,3+ times a week,25 - 34 years,Two,US,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
1828,1,2,4,3,That the product has a cooling sensation.,I don’t want a cooling sensation in my arm pits.,Stand alone product not addition to deodorant.,4,4,4,5,5,2,2,1,1,1,5,6,6,7,6,7605142,10-08-2020,23:58,11-08-2020,00:03,23,mobile,3+ times a week,35 - 44 years,I don’t have any children,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1829,1,4,4,4,Keeps sweat under control when activated by body temperature,n/a,n/a,4,4,4,4,4,3,3,2,1,1,5,6,6,6,7,7719147,11-08-2020,00:16,11-08-2020,00:22,31.41666667,desktop,3+ times a week,65 years +,One,Australia,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,It cares for my skin
1830,1,5,5,5,Everything is very better for us and everyone. I like it very much.,Nothing else.,Survey presentation & improvement.,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7554372,11-08-2020,00:18,11-08-2020,00:22,21,desktop,Twice a week,25 - 34 years,I don’t have any children,India,Lotion,Yes,I use it multiple times a day,Male,Excessive sweater,It cares for my skin
1831,1,5,2,4,"that in hot environments it would have a cooling effect, and keep me fresh",I am not sure it would work and i would need to know what the cooling ingredients are,N/A,4,4,5,5,5,2,1,1,1,1,5,6,6,6,7,5365369,11-08-2020,00:18,11-08-2020,00:24,30.33333333,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,Australia,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
1832,1,4,3,3,Being able to feel cool and fresh in my armpits,n/a,n/a,1,4,5,5,4,2,2,1,1,1,4,4,5,6,7,5365776,11-08-2020,00:21,11-08-2020,00:46,136.0909091,mobile,Twice a week,65 years +,I don’t have children under the age of 18,Australia,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1833,1,4,3,3,not so much appealing to me now that I am past menapause but it would have been so great back in the time of constant hot flashes.  I find I perspire so much less now that I am older.,n/a,n/a,2,4,4,3,5,3,5,5,3,5,1,7,6,6,6,7561618,11-08-2020,00:22,11-08-2020,00:30,37.5,desktop,Once a week,65 years +,I don’t have any children,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
1834,1,4,2,3,if it works as claimed it would add a great deal to my comfort in certain situations,i am skeptical of the claims being made so i would want to see some proof of concept before i would be willing to try it,offer proof of the claims being made,4,4,4,4,4,2,1,1,1,1,5,7,6,7,7,8589307,11-08-2020,00:23,11-08-2020,00:26,19.5,desktop,3+ times a week,45 - 54 years,I don’t have any children,US,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
1835,1,5,4,3,I love the idea of being able to cool off as I become very stressed and a little irrational when overheated,N/a,N/a,4,5,5,4,5,1,1,1,1,1,5,7,7,6,7,5403475,11-08-2020,00:24,11-08-2020,00:29,26.5,mobile,Twice a week,65 years +,I don’t have children under the age of 18,Australia,Roll-on,Yes,"I use it most days, but not every day",Female,Light sweater,"It's free from (aluminium, chemical or fragrance)"
1836,1,2,3,4,The cooling sensation experience the ad is promoting,n/a,n/a,4,4,4,4,4,2,1,1,1,1,4,4,5,7,7,8596847,11-08-2020,00:31,11-08-2020,00:38,31.25,desktop,Twice a week,45 - 54 years,I don’t have any children,Philippines,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1837,1,4,1,4,Staying cool in a hot commute.,Nothing,No.,2,2,1,4,4,2,2,2,1,1,1,5,6,7,7,5437668,11-08-2020,00:38,11-08-2020,01:42,350.1818182,mobile,3+ times a week,55 - 64 years,One,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Light sweater,
1838,1,5,5,5,The ability to handle over humid climate.,Nothing,No,4,4,4,4,4,1,1,1,1,1,6,6,6,6,6,7982030,11-08-2020,00:43,11-08-2020,00:46,18.83333333,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Light sweater,Has a fragrance I like
1839,1,3,3,3,No comments ,No comments ,No comments ,5,2,4,3,3,3,2,3,3,4,2,4,5,6,3,7307375,11-08-2020,00:46,11-08-2020,00:48,12.5,mobile,Twice a week,18 - 24 years,I don’t have any children,UK,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1840,1,2,2,2,that it would cool you off ,doesn't seem practical or something you can travel with,na,3,2,4,4,4,3,3,3,1,1,5,5,5,6,5,6904066,11-08-2020,00:46,11-08-2020,00:48,8.5,desktop,Twice a week,25 - 34 years,I don’t have children under the age of 18,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
1841,1,4,5,4,IS very good,Not,N/A,4,5,2,5,2,4,5,5,2,3,4,7,5,6,6,7771868,11-08-2020,00:47,11-08-2020,00:50,11.16666667,mobile,,25 - 34 years,,US,,,,Male,,
1842,1,5,4,5,Good,Nothing,Nothing,3,4,4,5,5,3,2,3,1,2,6,7,7,6,7,6894151,11-08-2020,00:51,11-08-2020,00:54,18.83333333,mobile,3+ times a week,18 - 24 years,Three,South Africa,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1843,1,5,3,4,I like that it cools you down and keeps you fresh in hot and humid weather,There is nothing I dislike ,There is nothing i would change ,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,5370597,11-08-2020,00:51,11-08-2020,00:55,19.33333333,desktop,Never,35 - 44 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1844,1,5,5,5,Everythings,None,n/a,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7639367,11-08-2020,00:59,11-08-2020,01:00,8.454545455,desktop,3+ times a week,35 - 44 years,Two,UK,Roll-on,Yes,I use it multiple times a day,Male,Anxious sweater,It cares for my skin
1845,1,3,3,4,Well the woman is trying to help the man.,nothing,n/a,4,4,4,4,4,2,4,4,4,4,6,6,6,6,6,5346236,11-08-2020,01:00,14-08-2020,06:24,25331.81818,desktop,3+ times a week,55 - 64 years,I don’t have any children,Australia,Soft solid (clinical),Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against wetness
1846,1,4,2,3,It might be helpful for my husband and daughters.  ,I fully dont understand what the product and what it is,n/a,3,3,5,5,5,3,3,3,1,1,4,4,4,7,7,7618336,11-08-2020,01:18,11-08-2020,01:27,52.27272727,desktop,Twice a week,45 - 54 years,One,US,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
1847,1,5,5,5,Because it has cooling sensation,n/a,n/a,4,5,5,5,4,1,1,1,1,1,7,7,7,7,7,8588676,11-08-2020,01:18,11-08-2020,01:21,14.08333333,desktop,3+ times a week,18 - 24 years,One,Philippines,Aerosol Spray,Yes,I use it at least once a day,Male,Excessive sweater,It prevents / controls against wetness
1848,1,3,3,3,Product,None,Pic,3,2,3,4,3,3,4,2,3,3,4,5,4,5,3,7741970,11-08-2020,01:18,11-08-2020,01:20,9,mobile,3+ times a week,55 - 64 years,I don’t have children under the age of 18,India,Lotion,No,I use it at least once a day,Female,Light sweater,It cares for my skin
1849,1,4,4,3,,,,,,,,,,,,,,,,,,,7167135,11-08-2020,01:21,,,,desktop,3+ times a week,65 years +,I don’t have any children,Australia,Stick,Yes,I use it at least once a day,Male,Light sweater,It prevents / controls against odour
1850,1,5,3,4,"I like particularly the cooling ingredients when activated by the body temperature. It is too good to be true but in any case, it may become a breakthrough product.",I do not like the term Ice Cube Encaps because it seems its like placing raw ice under my armpit. we have to try another term if possible.,"The term ""Ice Cube Encaps"" because the term suggect putting ray ice under my armpit.",1,5,5,5,4,5,1,1,1,1,4,5,6,7,7,8670185,11-08-2020,01:27,11-08-2020,01:38,51.58333333,desktop,3+ times a week,45 - 54 years,Two,Philippines,Stick,Yes,I use it at least once a day,Male,Heavy sweater,It prevents / controls against odour
1851,1,5,4,5,I find the idea of the ice cube encaps very innovative,Nothing,n/a,5,5,5,5,4,3,3,3,3,3,6,6,7,7,6,5352261,11-08-2020,01:28,11-08-2020,01:36,43.16666667,desktop,3+ times a week,25 - 34 years,Two,UK,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It cares for my skin
1852,1,5,5,5,I sweat a lot in summer mainly and find if this will keep me dry this is the product that I would use. Also no white stains on my clothes,I disliked nothing about this product,n/a,3,5,5,5,5,1,1,1,1,1,4,7,7,7,7,5377150,11-08-2020,01:42,11-08-2020,01:54,68.09090909,mobile,3+ times a week,65 years +,I don’t have children under the age of 18,Australia,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against odour
1853,1,4,3,1,Not sure,Not sure if it would work,Not sure,4,4,4,4,4,3,3,3,3,1,4,3,4,5,6,5437058,11-08-2020,01:47,11-08-2020,02:33,254.4545455,desktop,Less often,35 - 44 years,Two,Australia,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
1854,1,5,5,5,Easy to use,cost of the product,Nothing to change,4,4,4,5,5,4,5,4,5,4,7,7,7,7,7,7764056,11-08-2020,01:49,11-08-2020,01:53,22.33333333,desktop,3+ times a week,45 - 54 years,One,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It’s natural / contains natural ingredients
